status_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
146481362756646_235309037207211,2,429,88,0,415,3,10,1,0,0
146481362756646_235159277222187,2,136,18,1,134,2,0,0,0,0
146481362756646_234435333961248,2,125,4,2,123,1,0,1,0,0
146481362756646_234198217318293,2,251,18,2,246,3,2,0,0,0
146481362756646_234020384002743,2,158,9,1,157,1,0,0,0,0
146481362756646_233493934055388,2,177,16,1,171,3,3,0,0,0
146481362756646_233447250726723,2,287,38,2,260,0,12,2,1,12
146481362756646_232803877457727,2,153,7,42,148,0,2,3,0,0
146481362756646_232013930870055,2,214,18,1,211,1,2,0,0,0
146481362756646_231510454253736,2,806,51,0,770,23,12,1,0,0
146481362756646_231145744290207,2,312,37,6,303,5,4,0,0,0
146481362756646_230427021028746,2,244,30,5,237,3,4,0,0,0
146481362756646_229812891090159,2,637,64,8,627,8,2,0,0,0
146481362756646_228482324556549,2,195,15,0,188,4,3,0,0,0
146481362756646_228464764558305,2,287,43,3,281,4,2,0,0,0
146481362756646_224923598245755,2,357,59,3,341,6,10,0,0,0
146481362756646_223626178375497,2,182,27,1,176,4,2,0,0,0
146481362756646_223153735089408,2,307,51,4,301,5,1,0,0,0
146481362756646_221982611873187,2,403,89,4,391,8,4,0,0,0
146481362756646_220995345305247,2,211,24,1,209,2,0,0,0,0
146481362756646_220973581974090,2,300,46,1,285,0,8,7,0,0
146481362756646_217184429019672,2,287,29,3,278,4,5,0,0,0
146481362756646_216713882400060,2,223,19,1,211,7,1,0,4,0
146481362756646_216708045733977,2,181,15,0,179,2,0,0,0,0
146481362756646_216705655734216,2,56,3,0,54,1,1,0,0,0
146481362756646_215540619184053,2,378,48,3,367,4,6,0,1,0
146481362756646_214513172620131,2,397,87,10,383,5,9,0,0,0
146481362756646_212405156164266,2,397,76,4,382,9,6,0,0,0
146481362756646_210534723017976,2,940,49,1,862,40,38,0,0,0
146481362756646_210357163035732,2,138,8,0,136,2,0,0,0,0
146481362756646_210356656369116,2,78,5,1,78,0,0,0,0,0
146481362756646_206451473426301,2,128,5,4,123,1,4,0,0,0
146481362756646_204758663595582,2,306,32,4,302,2,2,0,0,0
146481362756646_203154817089300,2,128,12,1,123,1,4,0,0,0
146481362756646_202808247123957,2,119,9,0,115,2,1,1,0,0
146481362756646_202390480499067,2,96,5,2,92,0,3,0,1,0
146481362756646_202222703849178,2,354,66,2,348,3,3,0,0,0
146481362756646_199232344148214,2,121,11,1,114,7,0,0,0,0
146481362756646_195292807875501,2,94,9,1,90,0,3,0,1,0
146481362756646_194140021324113,2,164,15,5,158,0,6,0,0,0
146481362756646_188426691895446,2,342,34,1,326,12,4,0,0,0
146481362756646_186908775380571,2,163,13,0,159,4,0,0,0,0
146481362756646_186507378754044,2,73,11,0,71,1,1,0,0,0
146481362756646_186288082109307,2,247,17,1,241,3,1,2,0,0
146481362756646_186267735444675,2,53,3,0,50,3,0,0,0,0
146481362756646_186148638789918,3,120,17,0,117,3,0,0,0,0
146481362756646_185019308902851,2,155,31,1,144,4,7,0,0,0
146481362756646_183274375744011,2,431,27,0,414,10,6,1,0,0
146481362756646_183071725764276,3,110,15,0,108,2,0,0,0,0
146481362756646_182885652449550,2,187,18,0,183,4,0,0,0,0
146481362756646_181823405889108,2,105,20,0,104,0,1,0,0,0
146481362756646_181638149240967,2,99,16,0,97,2,0,0,0,0
146481362756646_179568932781222,3,161,18,0,158,3,0,0,0,0
146481362756646_179536099451172,3,91,6,0,82,0,0,0,8,1
146481362756646_178595879545194,2,316,65,16,306,4,6,0,0,0
146481362756646_177911049613677,2,91,5,0,87,2,2,0,0,0
146481362756646_176817379723044,2,151,9,1,147,1,3,0,0,0
146481362756646_176474103090705,3,70,12,0,66,0,2,1,1,0
117059915488335_369931806867810,4,154,821,75,120,32,0,2,0,0
117059915488335_369528890241435,4,208,981,108,165,37,1,3,2,0
117059915488335_369447110249613,4,2,0,0,2,0,0,0,0,0
117059915488335_369412103586447,4,17,0,1,16,1,0,0,0,0
117059915488335_369405086920482,4,9,0,1,9,0,0,0,0,0
117059915488335_369404386920552,4,123,524,56,100,21,0,1,1,0
117059915488335_369304456930545,4,157,591,61,123,29,1,3,1,0
117059915488335_369046940289630,4,24,0,0,24,0,0,0,0,0
117059915488335_369026940291630,4,27,0,4,27,0,0,0,0,0
117059915488335_369026650291659,4,190,723,85,127,55,1,5,0,2
117059915488335_368929283634729,4,19,0,0,19,0,0,0,0,0
117059915488335_368896513638006,4,22,2,1,22,0,0,0,0,0
117059915488335_368893776971613,4,164,1120,67,120,40,0,2,2,0
117059915488335_368786656982325,4,186,817,68,154,27,2,3,0,0
117059915488335_368491800345144,4,41,0,0,41,0,0,0,0,0
117059915488335_368487817012209,4,249,1734,247,198,47,1,3,0,0
117059915488335_368413610352963,4,83,272,14,73,10,0,0,0,0
117059915488335_368368607024130,4,156,333,97,124,30,1,0,0,1
117059915488335_368243407036650,4,219,994,112,174,40,3,1,0,1
117059915488335_368017427059248,4,7,0,0,7,0,0,0,0,0
117059915488335_367993927061598,4,123,574,49,103,18,0,2,0,0
117059915488335_367964003731257,4,171,408,38,143,27,1,0,0,0
117059915488335_367819850412339,4,180,1002,76,148,28,2,0,1,1
117059915488335_367746327086358,2,325,10,1,319,4,1,1,0,0
117059915488335_367671507093840,4,164,518,40,138,23,1,2,0,0
117059915488335_367295433798114,4,24,0,1,23,1,0,0,0,0
117059915488335_367286123799045,4,215,1229,84,167,44,0,2,1,1
117059915488335_367206030473721,4,75,450,25,63,12,0,0,0,0
117059915488335_367155850478739,4,134,360,65,107,27,0,0,0,0
117059915488335_367042453823412,4,145,746,61,113,31,0,1,0,0
117059915488335_366784420515882,2,68,4,0,68,0,0,0,0,0
117059915488335_366781747182816,4,22,4,0,21,1,0,0,0,0
117059915488335_366777203849937,4,160,1020,61,122,38,0,0,0,0
117059915488335_366688643858793,4,91,432,32,77,14,0,0,0,0
117059915488335_366658127195178,4,132,332,56,101,31,0,0,0,0
117059915488335_366542787206712,4,20,2,0,20,0,0,0,0,0
117059915488335_366519043875753,4,150,568,30,110,38,1,1,0,0
117059915488335_366259083901749,2,43,2,0,43,0,0,0,0,0
117059915488335_366249187236072,4,203,775,62,161,37,2,3,0,0
117059915488335_366180633909594,4,53,134,10,44,9,0,0,0,0
117059915488335_366131487247842,4,26,3,3,25,1,0,0,0,0
117059915488335_366130867247904,4,103,440,69,80,20,1,1,0,1
117059915488335_366032263924431,4,31,4,0,31,0,0,0,0,0
117059915488335_366029333924724,4,133,758,52,108,24,0,1,0,0
117059915488335_365799553947702,4,124,416,41,104,20,0,0,0,0
117059915488335_365786427282348,2,34,1,0,34,0,0,0,0,0
117059915488335_365643340629990,4,28,1,2,28,0,0,0,0,0
117059915488335_365643260629998,4,13,0,0,13,0,0,0,0,0
117059915488335_365642983963359,4,114,938,59,86,27,1,0,0,0
117059915488335_363195157541475,2,500,9,15,497,1,2,0,0,0
117059915488335_362293614298296,2,15,0,0,15,0,0,0,0,0
117059915488335_361675701026754,2,35,0,15,35,0,0,0,0,0
117059915488335_360792407781750,2,5,0,15,5,0,0,0,0,0
117059915488335_360313841162940,2,5,0,15,5,0,0,0,0,0
117059915488335_359805397880451,2,2,0,15,2,0,0,0,0,0
117059915488335_359260331268291,2,25,1,1,25,0,0,0,0,0
848451358648417_978696712290547,4,0,0,0,0,0,0,0,0,0
848451358648417_978641952296023,4,1,0,1,1,0,0,0,0,0
848451358648417_976951619131723,4,4,0,0,4,0,0,0,0,0
848451358648417_976221575871394,4,0,0,0,0,0,0,0,0,0
848451358648417_976109395882612,4,2,0,0,2,0,0,0,0,0
848451358648417_974497706043781,4,1,0,3,1,0,0,0,0,0
848451358648417_973903299436555,4,2,0,0,2,0,0,0,0,0
848451358648417_972821396211412,4,0,0,0,0,0,0,0,0,0
848451358648417_972768116216740,4,4,0,3,4,0,0,0,0,0
848451358648417_972315126262039,4,0,0,0,0,0,0,0,0,0
848451358648417_972299779596907,4,0,0,0,0,0,0,0,0,0
848451358648417_972198162940402,4,0,0,0,0,0,0,0,0,0
848451358648417_971772712982947,4,0,0,0,0,0,0,0,0,0
848451358648417_971101979716687,4,1,0,0,1,0,0,0,0,0
848451358648417_970637246429827,4,0,0,0,0,0,0,0,0,0
848451358648417_970616963098522,4,0,0,0,0,0,0,0,0,0
848451358648417_970118009815084,4,1,0,0,1,0,0,0,0,0
848451358648417_970069959819889,4,3,0,0,3,0,0,0,0,0
848451358648417_970069689819916,4,0,0,0,0,0,0,0,0,0
848451358648417_969542806539271,4,0,0,0,0,0,0,0,0,0
848451358648417_969542786539273,4,0,0,0,0,0,0,0,0,0
848451358648417_968586716634880,4,5,0,0,4,1,0,0,0,0
848451358648417_967863710040514,4,2,0,0,2,0,0,0,0,0
848451358648417_967412336752318,4,9,0,0,9,0,0,0,0,0
848451358648417_966883433471875,4,2,0,0,2,0,0,0,0,0
848451358648417_966805613479657,4,2,0,0,2,0,0,0,0,0
848451358648417_966338723526346,4,1,0,0,1,0,0,0,0,0
848451358648417_966235210203364,4,0,0,0,0,0,0,0,0,0
848451358648417_965843866909165,4,2,0,0,2,0,0,0,0,0
848451358648417_965744920252393,4,0,0,0,0,0,0,0,0,0
848451358648417_965672743592944,4,1,0,0,1,0,0,0,0,0
848451358648417_965649856928566,4,1,0,0,1,0,0,0,0,0
848451358648417_964160200410865,4,3,0,0,3,0,0,0,0,0
848451358648417_964053180421567,4,0,0,0,0,0,0,0,0,0
848451358648417_964049967088555,4,1,0,0,1,0,0,0,0,0
848451358648417_964012613758957,4,0,0,0,0,0,0,0,0,0
848451358648417_963997437093808,4,0,0,0,0,0,0,0,0,0
848451358648417_963997343760484,4,0,0,0,0,0,0,0,0,0
848451358648417_963452587148293,4,0,0,0,0,0,0,0,0,0
848451358648417_963433100483575,4,0,0,0,0,0,0,0,0,0
848451358648417_962957767197775,4,0,0,0,0,0,0,0,0,0
848451358648417_962905493869669,4,1,0,0,1,0,0,0,0,0
848451358648417_962546963905522,4,0,0,0,0,0,0,0,0,0
848451358648417_962391893921029,4,1,0,0,1,0,0,0,0,0
848451358648417_961944170632468,4,1,0,0,1,0,0,0,0,0
848451358648417_961883960638489,4,3,0,0,3,0,0,0,0,0
848451358648417_961008297392722,4,0,0,0,0,0,0,0,0,0
848451358648417_960893607404191,4,1,0,0,1,0,0,0,0,0
848451358648417_960356214124597,4,1,0,0,1,0,0,0,0,0
848451358648417_959737110853174,4,0,0,0,0,0,0,0,0,0
848451358648417_959249707568581,4,3,0,0,3,0,0,0,0,0
848451358648417_958830154277203,4,5,0,0,5,0,0,0,0,0
848451358648417_958167124343506,4,2,0,0,2,0,0,0,0,0
848451358648417_958058844354334,4,4,0,1,4,0,0,0,0,0
848451358648417_957026524457566,4,0,0,0,0,0,0,0,0,0
848451358648417_957021771124708,4,0,0,0,0,0,0,0,0,0
848451358648417_956022641224621,4,1,0,1,1,0,0,0,0,0
848451358648417_953596158133936,4,2,0,0,2,0,0,0,0,0
848451358648417_952505108243041,4,2,0,0,2,0,0,0,0,0
848451358648417_951989774961241,4,0,0,0,0,0,0,0,0,0
848451358648417_951811594979059,4,3,0,0,3,0,0,0,0,0
848451358648417_951262018367350,4,2,0,1,2,0,0,0,0,0
848451358648417_951209311705954,4,0,0,0,0,0,0,0,0,0
848451358648417_950656015094617,4,3,0,0,3,0,0,0,0,0
848451358648417_949649745195244,4,3,0,0,3,0,0,0,0,0
848451358648417_949092148584337,4,2,0,0,2,0,0,0,0,0
848451358648417_942892399204312,4,1,0,0,1,0,0,0,0,0
848451358648417_942418609251691,4,2,0,0,2,0,0,0,0,0
848451358648417_941853855974833,4,2,0,0,1,1,0,0,0,0
848451358648417_941708915989327,4,1,0,1,1,0,0,0,0,0
848451358648417_941135196046699,4,2,0,1,2,0,0,0,0,0
848451358648417_940050466155172,4,4,0,0,4,0,0,0,0,0
848451358648417_939632946196924,4,2,0,0,2,0,0,0,0,0
848451358648417_939577792869106,4,5,0,0,5,0,0,0,0,0
848451358648417_938975646262654,4,4,0,0,4,0,0,0,0,0
848451358648417_938528199640732,4,0,0,0,0,0,0,0,0,0
848451358648417_938071153019770,4,1,0,0,1,0,0,0,0,0
848451358648417_937950323031853,4,12,1,4,12,0,0,0,0,0
848451358648417_937025833124302,4,6,0,12,6,0,0,0,0,0
848451358648417_936893683137517,4,12,0,14,12,0,0,0,0,0
848451358648417_936876493139236,4,1,0,0,1,0,0,0,0,0
848451358648417_936624926497726,4,12,0,8,12,0,0,0,0,0
848451358648417_936334936526725,4,11,0,7,11,0,0,0,0,0
848451358648417_935684686591750,4,10,0,0,10,0,0,0,0,0
848451358648417_934981116662107,4,4,0,0,4,0,0,0,0,0
848451358648417_934627926697426,4,0,0,0,0,0,0,0,0,0
848451358648417_934612043365681,4,2,0,0,2,0,0,0,0,0
848451358648417_933512673475618,4,0,0,0,0,0,0,0,0,0
848451358648417_933385176821701,4,0,0,0,0,0,0,0,0,0
848451358648417_933273593499526,4,1,0,0,1,0,0,0,0,0
848451358648417_932782973548588,4,0,0,0,0,0,0,0,0,0
848451358648417_932732873553598,4,1,0,0,1,0,0,0,0,0
848451358648417_932322653594620,4,0,0,0,0,0,0,0,0,0
848451358648417_931655726994646,4,0,0,0,0,0,0,0,0,0
848451358648417_931566110336941,4,0,0,0,0,0,0,0,0,0
848451358648417_930513547108864,4,4,0,0,4,0,0,0,0,0
848451358648417_930432447116974,4,1,0,0,1,0,0,0,0,0
848451358648417_929880430505509,4,0,0,0,0,0,0,0,0,0
848451358648417_928031410690411,4,0,0,0,0,0,0,0,0,0
848451358648417_927410374085848,4,0,0,0,0,0,0,0,0,0
848451358648417_927407494086136,4,0,0,0,0,0,0,0,0,0
848451358648417_925973600896192,4,2,0,0,2,0,0,0,0,0
848451358648417_925317677628451,4,2,0,1,2,0,0,0,0,0
848451358648417_924912744335611,4,1,0,1,1,0,0,0,0,0
848451358648417_924877614339124,4,0,0,1,0,0,0,0,0,0
848451358648417_924296694397216,4,0,0,0,0,0,0,0,0,0
848451358648417_924262257733993,4,3,0,0,3,0,0,0,0,0
848451358648417_924199764406909,4,0,0,0,0,0,0,0,0,0
848451358648417_924055317754687,4,1,0,1,1,0,0,0,0,0
848451358648417_924034184423467,4,2,0,0,2,0,0,0,0,0
848451358648417_923394624487423,4,0,0,0,0,0,0,0,0,0
848451358648417_923050907855128,4,0,0,0,0,0,0,0,0,0
848451358648417_922801304546755,4,0,0,0,0,0,0,0,0,0
848451358648417_922412857918933,4,1,0,0,1,0,0,0,0,0
848451358648417_922281974598688,4,3,0,0,3,0,0,0,0,0
848451358648417_922263097933909,4,1,0,0,1,0,0,0,0,0
848451358648417_922204434606442,4,4,0,1,4,0,0,0,0,0
848451358648417_921730691320483,4,3,0,0,3,0,0,0,0,0
848451358648417_921684757991743,4,1,0,0,1,0,0,0,0,0
848451358648417_921001998060019,4,1,0,0,1,0,0,0,0,0
848451358648417_920323181461234,4,1,0,0,0,1,0,0,0,0
848451358648417_920248068135412,4,2,0,0,2,0,0,0,0,0
848451358648417_920246738135545,4,0,0,0,0,0,0,0,0,0
848451358648417_919683291525223,4,2,0,1,2,0,0,0,0,0
848451358648417_919635244863361,4,64,91,322,54,7,1,2,0,0
848451358648417_919575748202644,4,1,0,0,1,0,0,0,0,0
848451358648417_919555041538048,4,34,73,242,27,5,1,0,0,1
848451358648417_919159421577610,4,0,0,0,0,0,0,0,0,0
848451358648417_919123391581213,4,0,0,0,0,0,0,0,0,0
848451358648417_918491131644439,4,3,0,1,3,0,0,0,0,0
848451358648417_917898091703743,4,4,0,1,4,0,0,0,0,0
848451358648417_916592121834340,4,7,0,0,7,0,0,0,0,0
848451358648417_916012145225671,4,4,0,0,3,1,0,0,0,0
848451358648417_915382815288604,4,0,0,0,0,0,0,0,0,0
848451358648417_915341491959403,4,1,0,0,1,0,0,0,0,0
848451358648417_915289305297955,4,3,0,0,2,1,0,0,0,0
848451358648417_914013685425517,4,5,0,0,5,0,0,0,0,0
848451358648417_913932488766970,4,4,0,0,4,0,0,0,0,0
848451358648417_911996428960576,2,1,1,1,1,0,0,0,0,0
848451358648417_908468799313339,4,1,0,0,1,0,0,0,0,0
848451358648417_906689106157975,4,5,0,1,5,0,0,0,0,0
848451358648417_906669359493283,4,5,0,0,5,0,0,0,0,0
848451358648417_905573269602892,4,0,0,0,0,0,0,0,0,0
848451358648417_903770393116513,4,4,0,1,4,0,0,0,0,0
848451358648417_902095976617288,4,3,0,0,3,0,0,0,0,0
848451358648417_901400413353511,4,7,0,0,7,0,0,0,0,0
848451358648417_900714496755436,4,4,0,0,4,0,0,0,0,0
848451358648417_899020060258213,4,3,0,0,3,0,0,0,0,0
848451358648417_898983183595234,4,1,0,1,1,0,0,0,0,0
848451358648417_898379066988979,4,1,0,0,1,0,0,0,0,0
848451358648417_898353443658208,4,0,0,0,0,0,0,0,0,0
848451358648417_897806493712903,4,1,0,0,1,0,0,0,0,0
848451358648417_897775637049322,4,2,0,0,2,0,0,0,0,0
848451358648417_897728173720735,4,4,0,0,4,0,0,0,0,0
848451358648417_897175373776015,4,3,0,0,3,0,0,0,0,0
848451358648417_897106637116222,4,3,0,0,3,0,0,0,0,0
848451358648417_897094423784110,4,2,0,0,2,0,0,0,0,0
848451358648417_897059750454244,4,3,0,0,3,0,0,0,0,0
848451358648417_896494573844095,4,2,0,0,2,0,0,0,0,0
848451358648417_895245590635660,4,1,0,0,1,0,0,0,0,0
848451358648417_895204870639732,4,1,0,0,1,0,0,0,0,0
848451358648417_895127177314168,4,2,0,0,2,0,0,0,0,0
848451358648417_894456907381195,4,11,0,0,10,1,0,0,0,0
848451358648417_893971844096368,4,3,0,0,3,0,0,0,0,0
848451358648417_892266597600226,4,6,0,0,6,0,0,0,0,0
848451358648417_891619797664906,4,1,0,0,1,0,0,0,0,0
848451358648417_891162017710684,4,2,0,0,2,0,0,0,0,0
848451358648417_890646064428946,4,0,0,0,0,0,0,0,0,0
848451358648417_890588187768067,4,2,0,0,2,0,0,0,0,0
848451358648417_889487457878140,4,0,0,0,0,0,0,0,0,0
848451358648417_889461827880703,4,1,0,0,1,0,0,0,0,0
848451358648417_888818121278407,4,7,1,0,7,0,0,0,0,0
848451358648417_888306811329538,4,0,0,0,0,0,0,0,0,0
848451358648417_888267658000120,4,3,0,1,3,0,0,0,0,0
848451358648417_888263001333919,4,1,0,0,1,0,0,0,0,0
848451358648417_887768074716745,4,1,0,0,1,0,0,0,0,0
848451358648417_887763101383909,4,1,0,0,1,0,0,0,0,0
848451358648417_887751654718387,4,3,0,0,3,0,0,0,0,0
848451358648417_887247221435497,4,0,0,0,0,0,0,0,0,0
848451358648417_887200711440148,4,1,0,0,1,0,0,0,0,0
848451358648417_887183334775219,4,4,0,0,4,0,0,0,0,0
848451358648417_886663714827181,4,3,0,0,3,0,0,0,0,0
848451358648417_886618054831747,4,2,0,0,2,0,0,0,0,0
848451358648417_886065948220291,4,4,0,0,4,0,0,0,0,0
848451358648417_885441664949386,4,0,0,0,0,0,0,0,0,0
848451358648417_885393514954201,4,5,0,0,4,1,0,0,0,0
848451358648417_883525211807698,2,1,0,0,0,1,0,0,0,0
848451358648417_883524541807765,2,1,1,0,0,1,0,0,0,0
848451358648417_882558418571044,4,9,0,0,9,0,0,0,0,0
848451358648417_882525585240994,4,5,0,0,5,0,0,0,0,0
848451358648417_882012888625597,4,3,0,0,3,0,0,0,0,0
848451358648417_881981525295400,4,7,0,0,7,0,0,0,0,0
848451358648417_881981008628785,4,2,0,0,2,0,0,0,0,0
848451358648417_881480032012216,4,4,0,0,4,0,0,0,0,0
848451358648417_881430335350519,4,5,0,0,5,0,0,0,0,0
848451358648417_880976078729278,4,3,0,0,3,0,0,0,0,0
848451358648417_880949322065287,4,5,0,0,5,0,0,0,0,0
848451358648417_880812562078963,4,8,0,0,8,0,0,0,0,0
848451358648417_880433548783531,4,2,0,0,2,0,0,0,0,0
848451358648417_880377582122461,4,3,0,0,3,0,0,0,0,0
848451358648417_880328878793998,4,2,0,0,2,0,0,0,0,0
848451358648417_880306202129599,4,4,0,0,4,0,0,0,0,0
848451358648417_879957558831130,4,3,0,0,3,0,0,0,0,0
848451358648417_879934195500133,4,5,0,0,4,1,0,0,0,0
848451358648417_879888198838066,4,6,0,0,6,0,0,0,0,0
848451358648417_879877152172504,4,3,0,0,3,0,0,0,0,0
848451358648417_879451052215114,4,1,0,0,1,0,0,0,0,0
848451358648417_879380672222152,4,5,0,0,5,0,0,0,0,0
848451358648417_879284388898447,4,4,0,0,4,0,0,0,0,0
848451358648417_877281209098765,4,2,0,0,2,0,0,0,0,0
848451358648417_877252945768258,4,0,0,0,0,0,0,0,0,0
848451358648417_876726725820880,4,0,0,0,0,0,0,0,0,0
848451358648417_876701759156710,4,7,0,0,7,0,0,0,0,0
848451358648417_876676935825859,4,2,0,0,2,0,0,0,0,0
848451358648417_876655925827960,4,9,0,0,9,0,0,0,0,0
848451358648417_876202655873287,4,3,0,0,3,0,0,0,0,0
848451358648417_876181459208740,4,4,0,0,4,0,0,0,0,0
848451358648417_876138229213063,4,1,0,0,1,0,0,0,0,0
848451358648417_876113579215528,4,2,0,0,2,0,0,0,0,0
848451358648417_875630299263856,4,0,0,0,0,0,0,0,0,0
848451358648417_875595282600691,4,3,0,0,3,0,0,0,0,0
848451358648417_875074869319399,4,0,0,0,0,0,0,0,0,0
848451358648417_875050635988489,4,2,0,0,2,0,0,0,0,0
848451358648417_875004635993089,4,5,0,0,5,0,0,0,0,0
848451358648417_874499852710234,4,1,0,0,1,0,0,0,0,0
848451358648417_874477999379086,4,2,0,0,2,0,0,0,0,0
848451358648417_874452676048285,4,0,0,0,0,0,0,0,0,0
848451358648417_874434636050089,4,5,0,0,5,0,0,0,0,0
848451358648417_873484629478423,4,1,0,0,1,0,0,0,0,0
848451358648417_873449512815268,4,11,0,0,11,0,0,0,0,0
848451358648417_873412562818963,4,3,0,0,3,0,0,0,0,0
848451358648417_872918219535064,4,10,0,0,10,0,0,0,0,0
848451358648417_872911096202443,4,91,91,277,78,13,0,0,0,0
848451358648417_872848929541993,4,3,0,0,3,0,0,0,0,0
848451358648417_872430432917176,4,1,0,0,1,0,0,0,0,0
848451358648417_872409196252633,4,1,0,0,1,0,0,0,0,0
848451358648417_872343909592495,4,2,0,0,2,0,0,0,0,0
848451358648417_872314672928752,4,1,0,0,1,0,0,0,0,0
848451358648417_872305602929659,4,0,0,0,0,0,0,0,0,0
848451358648417_872286956264857,4,7,0,0,7,0,0,0,0,0
848451358648417_871943896299163,4,1,0,0,1,0,0,0,0,0
848451358648417_871920366301516,4,1,0,0,1,0,0,0,0,0
848451358648417_871887159638170,4,3,0,0,3,0,0,0,0,0
848451358648417_871857892974430,4,5,0,0,5,0,0,0,0,0
848451358648417_871842869642599,4,5,0,0,5,0,0,0,0,0
848451358648417_871349273025292,4,1,0,0,1,0,0,0,0,0
848451358648417_871317463028473,4,5,0,0,5,0,0,0,0,0
848451358648417_871296583030561,4,4,1,0,4,0,0,0,0,0
848451358648417_871268483033371,4,8,0,0,8,0,0,0,0,0
848451358648417_870140769812809,4,3,0,0,3,0,0,0,0,0
848451358648417_870118996481653,4,5,0,0,5,0,0,0,0,0
848451358648417_870066533153566,4,47,39,8,43,4,0,0,0,0
848451358648417_870052979821588,4,28,39,16,27,1,0,0,0,0
848451358648417_869405453219674,4,3,0,0,3,0,0,0,0,0
848451358648417_869385463221673,4,3,0,0,3,0,0,0,0,0
848451358648417_869372883222931,4,1,0,0,1,0,0,0,0,0
848451358648417_869371863223033,4,105,136,67,89,15,0,1,0,0
848451358648417_869335103226709,4,8,0,0,8,0,0,0,0,0
848451358648417_869330576560495,4,182,235,73,161,20,0,1,0,0
848451358648417_868919529934933,4,1,0,0,1,0,0,0,0,0
848451358648417_868888296604723,4,4,0,0,4,0,0,0,0,0
848451358648417_868409329985953,4,2,0,0,2,0,0,0,0,0
848451358648417_868399759986910,4,3,0,0,3,0,0,0,0,0
848451358648417_868389506654602,4,1,0,0,1,0,0,0,0,0
848451358648417_868383149988571,4,0,0,0,0,0,0,0,0,0
848451358648417_868373956656157,4,0,0,0,0,0,0,0,0,0
848451358648417_868357083324511,4,3,0,0,3,0,0,0,0,0
848451358648417_868350443325175,4,116,200,239,94,18,2,2,0,0
848451358648417_868290736664479,4,7,0,0,7,0,0,0,0,0
848451358648417_868271266666426,4,10,0,0,10,0,0,0,0,0
848451358648417_868270516666501,4,42,89,295,35,7,0,0,0,0
848451358648417_868240343336185,4,2,0,0,2,0,0,0,0,0
848451358648417_868215756671977,4,0,0,0,0,0,0,0,0,0
848451358648417_868210610005825,4,133,157,278,117,16,0,0,0,0
848451358648417_867785650048321,4,4,0,0,4,0,0,0,0,0
848451358648417_867747986718754,4,16,1,0,15,1,0,0,0,0
848451358648417_867746856718867,4,128,164,79,109,18,1,0,0,0
848451358648417_867732640053622,4,2,0,0,2,0,0,0,0,0
848451358648417_867721866721366,4,3,0,0,3,0,0,0,0,0
848451358648417_867696163390603,4,3,0,0,3,0,0,0,0,0
848451358648417_867692573390962,4,54,90,281,47,7,0,0,0,0
848451358648417_867671520059734,4,1,0,0,1,0,0,0,0,0
848451358648417_867661256727427,4,2,0,0,2,0,0,0,0,0
848451358648417_867650496728503,4,5,0,0,5,0,0,0,0,0
848451358648417_867646310062255,4,71,123,277,58,10,0,2,0,1
848451358648417_867579730068913,4,3,0,0,3,0,0,0,0,0
848451358648417_867553443404875,4,6,0,0,5,1,0,0,0,0
848451358648417_867541823406037,4,88,247,319,72,13,1,1,1,0
848451358648417_867210366772516,4,3,0,0,3,0,0,0,0,0
848451358648417_867187823441437,4,0,0,0,0,0,0,0,0,0
848451358648417_867187120108174,4,0,0,0,0,0,0,0,0,0
848451358648417_867186496774903,4,0,0,0,0,0,0,0,0,0
848451358648417_867181306775422,4,3,0,0,3,0,0,0,0,0
848451358648417_867181166775436,4,1,0,0,1,0,0,0,0,0
848451358648417_867177880109098,4,95,129,56,82,12,0,0,1,0
848451358648417_867163240110562,4,1,1,0,1,0,0,0,0,0
848451358648417_867153266778226,4,2,0,0,2,0,0,0,0,0
848451358648417_867150976778455,4,1,1,0,1,0,0,0,0,0
848451358648417_867144646779088,4,83,96,330,73,9,1,0,0,0
848451358648417_867098396783713,4,5,1,0,5,0,0,0,0,0
848451358648417_867096626783890,4,103,116,356,87,13,2,1,0,0
848451358648417_866633493496870,4,2,1,0,2,0,0,0,0,0
848451358648417_866578000169086,4,237,338,310,186,43,1,5,0,2
848451358648417_866559560170930,4,2,1,0,2,0,0,0,0,0
848451358648417_866544010172485,4,0,1,0,0,0,0,0,0,0
848451358648417_866534500173436,4,3,2,0,3,0,0,0,0,0
848451358648417_866114640215422,4,1,1,0,1,0,0,0,0,0
848451358648417_866083270218559,4,1,1,0,1,0,0,0,0,0
848451358648417_866061840220702,4,1,0,0,1,0,0,0,0,0
848451358648417_866033846890168,4,2,1,0,2,0,0,0,0,0
848451358648417_866020896891463,4,136,265,128,103,28,2,2,1,0
848451358648417_865958010231085,4,5,0,0,5,0,0,0,0,0
848451358648417_865479896945563,4,16,5,4,15,1,0,0,0,0
848451358648417_865479376945615,4,4,0,0,4,0,0,0,0,0
848451358648417_865423370284549,4,3,1,0,3,0,0,0,0,0
848451358648417_865406163619603,4,4,0,0,4,0,0,0,0,0
848451358648417_864846730342213,4,1,0,0,1,0,0,0,0,0
848451358648417_864830987010454,4,3,0,0,3,0,0,0,0,0
848451358648417_864824773677742,4,3,0,0,3,0,0,0,0,0
848451358648417_864447067048846,4,1,0,0,1,0,0,0,0,0
848451358648417_864410987052454,4,7,0,0,7,0,0,0,0,0
